index,subset_size,minority_size,run,roc_auc,time_elapsed
0,125,0.2889,0,0.8016979821799717,18.71547070518136
1,125,0.2889,1,0.8050138146627712,18.15573856048286
2,125,0.2889,2,0.7999543878382854,18.595069270581007
3,125,0.2889,3,0.8010640136505562,18.945349670946598
4,125,0.2889,4,0.8087246134818245,18.076339159160852
5,125,0.2889,5,0.8064030916766897,19.538678374141455
6,125,0.2889,6,0.8051565997316523,18.24185859039426
7,125,0.2889,7,0.8004923757185066,18.656703172251582
8,125,0.2889,8,0.8052649264980372,18.67657920345664
9,125,0.2889,9,0.8084906655024467,20.23265900462866
10,125,0.2889,10,0.8033506853810367,19.896597281098366
11,125,0.2889,11,0.8077379511849352,18.83161429874599
12,125,0.2889,12,0.8009149037554869,20.32015753723681
13,125,0.2889,13,0.8043412830468992,18.33424898609519
14,125,0.2889,14,0.8050733781486799,17.960284827277064
15,125,0.2889,15,0.8043228626965224,17.85195274092257
16,125,0.2889,16,0.8107241726922636,18.131436981260777
17,125,0.2889,17,0.8035443655356493,18.73634520918131
18,125,0.2889,18,0.8051038234336674,19.030058722943068
19,125,0.2889,19,0.8048972289157612,18.52461026236415
20,125,0.2889,20,0.8087901488460312,19.823545824736357
21,125,0.2889,21,0.8048029282985232,18.614079797640443
22,125,0.2889,22,0.8019853735288461,21.528838012367487
23,125,0.2889,23,0.8086921846296955,18.70648004114628
24,125,0.2889,24,0.8031703360682276,18.321631465107203
25,125,0.2889,25,0.8106065210426261,18.671934761106968
26,125,0.2889,26,0.7983880792217235,18.049685114994645
27,125,0.2889,27,0.8079249853307797,18.073001455515623
28,125,0.2889,28,0.8055661357568034,20.825024638324976
29,125,0.2889,29,0.8054553383551889,18.467336853966117
30,110,0.2889,0,0.806762900873625,62.27411908097565
31,110,0.2889,1,0.8017341311028608,61.68949176929891
32,110,0.2889,2,0.8047089382754283,64.10434217751026
33,110,0.2889,3,0.8033609632235923,60.2321942448616
34,110,0.2889,4,0.8058350714605123,63.61969862692058
35,110,0.2889,5,0.8098597291907077,63.43011296354234
36,110,0.2889,6,0.8025751706298339,62.70821592397988
37,110,0.2889,7,0.7926948426943725,63.57181144692004
38,110,0.2889,8,0.8034641722455728,63.51970882900059
39,110,0.2889,9,0.8014767015003645,63.82928664982319
40,110,0.2889,10,0.7918469418604188,62.26241900585592
41,110,0.2889,11,0.802355107620447,62.92606091685593
42,110,0.2889,12,0.8059459112158736,60.48292473517358
43,110,0.2889,13,0.8042388116860086,60.04452661052346
44,110,0.2889,14,0.80074926884021,64.65552583709359
45,110,0.2889,15,0.8030213073511733,68.67508414946496
46,110,0.2889,16,0.8034002992659277,59.991737799718976
47,110,0.2889,17,0.8046492053745324,68.31116182170808
48,110,0.2889,18,0.8035934747050577,61.528942082077265
49,110,0.2889,19,0.8047772689869235,61.21326363272965
50,110,0.2889,20,0.8002339543324397,63.423488695174456
51,110,0.2889,21,0.8074665201396443,74.69150212779641
52,110,0.2889,22,0.7983818320440712,75.52863216027617
53,110,0.2889,23,0.8073944234741631,71.02420873194933
54,110,0.2889,24,0.8035563445870344,70.87153704278171
55,110,0.2889,25,0.8021863032331183,63.65270072966814
56,110,0.2889,26,0.7963499710427433,68.04126196727157
57,110,0.2889,27,0.8006967148993958,62.64387518167496
58,110,0.2889,28,0.7915646647264698,63.60941958427429
59,110,0.2889,29,0.8075540229805218,69.33193328417838
60,100,0.2889,0,0.801831128241978,89.89388105459511
61,100,0.2889,1,0.8074993407639312,91.00385629199445
62,100,0.2889,2,0.8065663018399625,87.92849468439817
63,100,0.2889,3,0.8033241578176277,88.88370592333376
64,100,0.2889,4,0.8094018993057741,97.03463367372751
65,100,0.2889,5,0.8110240936912315,83.9856339097023
66,100,0.2889,6,0.8010270953012668,88.44094481319189
67,100,0.2889,7,0.8042868408348736,84.43590108305216
68,100,0.2889,8,0.8087360560524168,94.31953553296626
69,100,0.2889,9,0.804147761718837,85.73031866177917
70,100,0.2889,10,0.8011067485810719,83.35984751209617
71,100,0.2889,11,0.8040599059300695,84.67187075689435
72,100,0.2889,12,0.8013059206048522,90.96648035943508
73,100,0.2889,13,0.7984241257897244,82.39504576846957
74,100,0.2889,14,0.8053157333467962,86.68153922259808
75,100,0.2889,15,0.802198405816265,88.5567880962044
76,100,0.2889,16,0.8035533233530965,86.0656270608306
77,100,0.2889,17,0.7962835850741218,84.49806255660951
78,100,0.2889,18,0.8034694876407955,86.64808095619082
79,100,0.2889,19,0.8092526023483233,87.46445319056511
80,100,0.2889,20,0.8106081869566668,83.25618873536587
81,100,0.2889,21,0.7966766843160378,94.15544794872403
82,100,0.2889,22,0.7929224482001676,86.43405096232891
83,100,0.2889,23,0.8022916017066075,83.69643105193973
84,100,0.2889,24,0.8059925285731788,84.13704276457429
85,100,0.2889,25,0.8079052731911258,84.52754561789334
86,100,0.2889,26,0.8060555968316346,81.81321718730032
