index,subset_size,minority_size,run,roc_auc,time_elapsed
0,125,0.2889,0,0.8041885307296057,14.910695295780897
1,125,0.2889,1,0.8056565927715199,20.3670888915658
2,125,0.2889,2,0.8091648736207961,16.693464206531644
3,125,0.2889,3,0.7993643613211693,15.31146746687591
4,125,0.2889,4,0.8040508386987766,16.221273224800825
5,125,0.2889,5,0.8015573395047824,16.573852179571986
6,125,0.2889,6,0.8028347390965432,15.352139633148909
7,125,0.2889,7,0.7906491849600265,15.22395709529519
8,125,0.2889,8,0.8011664497166576,15.669275535270572
9,125,0.2889,9,0.8048695542717099,16.045698165893555
10,125,0.2889,10,0.8049014960557509,15.804330037906766
11,125,0.2889,11,0.7993784086471893,14.569825634360313
12,125,0.2889,12,0.8029611367948937,15.36231641471386
13,125,0.2889,13,0.8090394606470585,15.563621431589127
14,125,0.2889,14,0.8019011672212607,16.036761932075024
15,125,0.2889,15,0.7955721691892135,18.931987108662724
16,125,0.2889,16,0.8029540107769955,15.987976526841521
17,125,0.2889,17,0.7973021150359951,16.127766331657767
18,125,0.2889,18,0.8033449535073038,15.459475886076689
19,125,0.2889,19,0.8069225462632095,15.50682669505477
20,125,0.2889,20,0.8041648514556685,17.191067894920707
21,125,0.2889,21,0.8058864747912052,20.194140085950494
22,125,0.2889,22,0.8076240054881421,15.600000437349081
23,125,0.2889,23,0.8009043153187883,18.917993113398552
24,125,0.2889,24,0.8122061091157321,16.312579583376646
25,125,0.2889,25,0.8045971032070172,16.0266243647784
26,125,0.2889,26,0.8023525522777237,15.81748172454536
27,125,0.2889,27,0.8052482955934624,15.382712678983808
28,125,0.2889,28,0.7921240765436113,14.807095218449831
29,125,0.2889,29,0.803411427712898,15.652714164927602
30,110,0.2889,0,0.801077266843824,12.341740308329463
31,110,0.2889,1,0.8042063934223163,11.790314430370927
32,110,0.2889,2,0.8008696946602626,12.357695799320936
33,110,0.2889,3,0.8031639265345462,14.68178011663258
34,110,0.2889,4,0.8044370131030916,13.165380623191595
35,110,0.2889,5,0.8005369318601345,12.282287359237671
36,110,0.2889,6,0.7970346652429031,13.674010429531336
37,110,0.2889,7,0.8059115129145186,12.427666872739792
38,110,0.2889,8,0.8041772611034794,12.39225454069674
39,110,0.2889,9,0.8021245938240387,12.778305288404226
40,110,0.2889,10,0.798419569232465,12.209073692560196
41,110,0.2889,11,0.8022270898912816,12.66786584444344
42,110,0.2889,12,0.7967276076376004,12.689893372356892
43,110,0.2889,13,0.8027296065085624,12.908361023291945
44,110,0.2889,14,0.807452162219481,13.284592805430293
45,110,0.2889,15,0.8043046047021751,14.65547569654882
46,110,0.2889,16,0.7991948616264974,12.044301563873887
47,110,0.2889,17,0.8055535002223431,12.494793375954032
48,110,0.2889,18,0.7990154440961179,15.49331771209836
49,110,0.2889,19,0.8045265665712098,12.289985122159123
50,110,0.2889,20,0.8017065552842186,12.66136316768825
51,110,0.2889,21,0.8023422673762106,12.991181468591094
52,110,0.2889,22,0.803310029313593,12.83361280709505
53,110,0.2889,23,0.8117238552368135,12.291443539783359
54,110,0.2889,24,0.7929355460963639,15.320214305073023
55,110,0.2889,25,0.8007625608577459,12.632140638306737
56,110,0.2889,26,0.8063677721813419,12.261064484715462
57,110,0.2889,27,0.8019731332960225,14.880614295601845
58,110,0.2889,28,0.8086290916648871,12.27350696362555
59,110,0.2889,29,0.8010328024686475,12.571752971038222
60,100,0.2889,0,0.7997012571410886,11.79446155205369
61,100,0.2889,1,0.8090051823479861,11.844493448734283
62,100,0.2889,2,0.8062410515356719,10.633560001850128
63,100,0.2889,3,0.8035021564974898,11.755787348374724
64,100,0.2889,4,0.807961201313768,10.241034340113401
65,100,0.2889,5,0.8035987618644491,10.400207173079252
66,100,0.2889,6,0.8040793021813619,12.400733293965459
67,100,0.2889,7,0.7979755078447186,12.525361208245158
68,100,0.2889,8,0.80356848246497,11.125248581171036
69,100,0.2889,9,0.7968321860973939,10.640068920329213
70,100,0.2889,10,0.8026048500179,11.284556025639176
71,100,0.2889,11,0.8070177892513135,10.960795508697629
72,100,0.2889,12,0.8073368929681007,9.864802159368992
73,100,0.2889,13,0.8027612871111647,9.919380800798535
74,100,0.2889,14,0.798968251433752,9.546608678996563
75,100,0.2889,15,0.8022074518706845,10.974493248388171
76,100,0.2889,16,0.8024890689920794,11.203395515680313
77,100,0.2889,17,0.8004504137438699,12.062327045947313
78,100,0.2889,18,0.8058191535106752,10.162184678018093
79,100,0.2889,19,0.8016785241627984,11.553920891135931
